image_id,image_ref,label_source,usable_for_training,material_category,sub_category,material_code,weight_kg,city,month,lighting,background,hand_for_scale,split
IMG901108,img/placeholder/1108.png,procedural_placeholder,False,CRT,Colour TV tube,CRT-CTV,73.0,Pimpri-Chinchwad,2026-01,indoor_tube,cluttered_yard,True,train
IMG901109,img/placeholder/1109.png,procedural_placeholder,False,LCD/LED panel,Monitor panel,LCD-MON,9.3,Nashik,2025-11,low_light,plain,False,val
IMG901110,img/placeholder/1110.png,procedural_placeholder,False,Motor & magnet-bearing,HDD assembly,MTR-HDD,21.8,Pune,2026-03,low_light,cluttered_yard,True,train
IMG901111,img/placeholder/1111.png,procedural_placeholder,False,PCB,RAM / gold-finger,PCB-RAM,2.9,Mumbai,2026-05,daylight,cluttered_yard,False,train
IMG901112,img/placeholder/1112.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,21.0,Nagpur,2026-01,indoor_tube,cluttered_yard,True,train
IMG901113,img/placeholder/1113.png,procedural_placeholder,False,Battery,Li-ion laptop / phone pack,BAT-LI,7.3,Nagpur,2026-07,shade,floor_mat,True,train
IMG901114,img/placeholder/1114.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,17.8,Pune,2026-03,low_light,cluttered_yard,True,test
IMG901115,img/placeholder/1115.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,69.0,Nagpur,2026-05,flash,cluttered_yard,False,val
IMG901116,img/placeholder/1116.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,34.1,Mumbai,2026-01,daylight,floor_mat,False,test
IMG901117,img/placeholder/1117.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,30.0,Pimpri-Chinchwad,2026-08,low_light,plain,False,train
IMG901118,img/placeholder/1118.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,39.3,Pune,2025-04,daylight,floor_mat,False,test
IMG901119,img/placeholder/1119.png,procedural_placeholder,False,CRT,Colour TV tube,CRT-CTV,51.9,Mumbai,2025-11,flash,floor_mat,True,train
IMG901120,img/placeholder/1120.png,procedural_placeholder,False,CRT,Monochrome monitor tube,CRT-MON,69.4,Pune,2025-08,low_light,cluttered_yard,False,train
IMG901121,img/placeholder/1121.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,6.8,Aurangabad,2026-01,daylight,floor_mat,True,train
IMG901122,img/placeholder/1122.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,9.9,Mumbai,2025-08,indoor_tube,plain,False,train
IMG901123,img/placeholder/1123.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,2.4,Mumbai,2025-03,low_light,shop_counter,True,train
IMG901124,img/placeholder/1124.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,4.6,Nagpur,2026-08,daylight,cart,False,val
IMG901125,img/placeholder/1125.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,6.3,Mumbai,2026-02,shade,cart,False,train
IMG901126,img/placeholder/1126.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,20.4,Pimpri-Chinchwad,2025-09,daylight,floor_mat,False,test
IMG901127,img/placeholder/1127.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,40.9,Aurangabad,2026-03,shade,floor_mat,True,train
IMG901128,img/placeholder/1128.png,procedural_placeholder,False,Battery,Lead-acid,BAT-PB,13.7,Mumbai,2025-04,daylight,floor_mat,True,test
IMG901129,img/placeholder/1129.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,30.7,Pune,2025-04,daylight,cluttered_yard,False,train
IMG901130,img/placeholder/1130.png,procedural_placeholder,False,Motor & magnet-bearing,Compressor motor,MTR-CMP,2.7,Pune,2025-06,shade,floor_mat,True,train
IMG901131,img/placeholder/1131.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,50.9,Pune,2025-09,flash,plain,False,test
IMG901132,img/placeholder/1132.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,43.5,Pune,2025-12,daylight,floor_mat,False,train
IMG901133,img/placeholder/1133.png,procedural_placeholder,False,Motor & magnet-bearing,HDD assembly,MTR-HDD,13.1,Aurangabad,2025-03,daylight,shop_counter,True,train
IMG901134,img/placeholder/1134.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,2.5,Pune,2025-03,shade,cart,False,test
IMG901135,img/placeholder/1135.png,procedural_placeholder,False,Mixed plastic,Mixed dirty,PLA-MIX,15.4,Pune,2025-07,indoor_tube,floor_mat,False,train
IMG901136,img/placeholder/1136.png,procedural_placeholder,False,PCB,TV / appliance board (low grade),PCB-LOW,2.2,Pune,2026-01,daylight,floor_mat,False,train
IMG901137,img/placeholder/1137.png,procedural_placeholder,False,CRT,Monochrome monitor tube,CRT-MON,24.5,Aurangabad,2026-08,daylight,shop_counter,True,train
IMG901138,img/placeholder/1138.png,procedural_placeholder,False,CRT,Deflection yoke,CRT-YOK,120.4,Aurangabad,2025-11,flash,shop_counter,False,train
IMG901139,img/placeholder/1139.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,52.5,Mumbai,2025-05,shade,cluttered_yard,False,train
IMG901140,img/placeholder/1140.png,procedural_placeholder,False,PCB,RAM / gold-finger,PCB-RAM,26.6,Aurangabad,2025-07,low_light,cart,False,test
IMG901141,img/placeholder/1141.png,procedural_placeholder,False,CRT,Colour TV tube,CRT-CTV,16.9,Pune,2026-07,daylight,shop_counter,False,test
IMG901142,img/placeholder/1142.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,59.5,Pimpri-Chinchwad,2025-05,low_light,cluttered_yard,True,train
IMG901143,img/placeholder/1143.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,15.3,Mumbai,2026-07,daylight,cluttered_yard,True,train
IMG901144,img/placeholder/1144.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,59.4,Nashik,2026-07,indoor_tube,floor_mat,True,val
IMG901145,img/placeholder/1145.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,15.1,Pimpri-Chinchwad,2025-08,low_light,floor_mat,False,train
IMG901146,img/placeholder/1146.png,procedural_placeholder,False,LCD/LED panel,Backlight assembly,LCD-BLA,9.8,Mumbai,2025-12,daylight,cluttered_yard,False,train
IMG901147,img/placeholder/1147.png,procedural_placeholder,False,Motor & magnet-bearing,Compressor motor,MTR-CMP,103.7,Mumbai,2025-11,shade,floor_mat,False,train
IMG901148,img/placeholder/1148.png,procedural_placeholder,False,LCD/LED panel,TV panel,LCD-TV,8.6,Pimpri-Chinchwad,2026-08,low_light,floor_mat,False,train
IMG901149,img/placeholder/1149.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,4.3,Aurangabad,2026-03,daylight,cart,False,train
IMG901150,img/placeholder/1150.png,procedural_placeholder,False,CRT,Deflection yoke,CRT-YOK,106.8,Nagpur,2026-05,indoor_tube,cluttered_yard,False,train
IMG901151,img/placeholder/1151.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,45.1,Nagpur,2026-02,shade,cart,False,train
IMG901152,img/placeholder/1152.png,procedural_placeholder,False,CRT,Deflection yoke,CRT-YOK,38.4,Mumbai,2025-04,daylight,cluttered_yard,False,train
IMG901153,img/placeholder/1153.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,8.4,Mumbai,2026-05,daylight,floor_mat,False,train
IMG901154,img/placeholder/1154.png,procedural_placeholder,False,Mixed plastic,Mixed dirty,PLA-MIX,10.5,Aurangabad,2026-02,indoor_tube,floor_mat,False,train
IMG901155,img/placeholder/1155.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,41.5,Pune,2026-02,daylight,floor_mat,True,train
IMG901156,img/placeholder/1156.png,procedural_placeholder,False,PCB,TV / appliance board (low grade),PCB-LOW,11.9,Aurangabad,2026-02,daylight,shop_counter,True,train
IMG901157,img/placeholder/1157.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,24.5,Mumbai,2025-06,daylight,plain,True,val
IMG901158,img/placeholder/1158.png,procedural_placeholder,False,LCD/LED panel,TV panel,LCD-TV,25.2,Nashik,2025-12,indoor_tube,floor_mat,False,train
IMG901159,img/placeholder/1159.png,procedural_placeholder,False,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,21.3,Pune,2025-10,indoor_tube,floor_mat,False,train
IMG901160,img/placeholder/1160.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,160.0,Pune,2025-05,low_light,shop_counter,True,val
IMG901161,img/placeholder/1161.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,67.4,Aurangabad,2026-05,indoor_tube,cluttered_yard,True,test
IMG901162,img/placeholder/1162.png,procedural_placeholder,False,PCB,RAM / gold-finger,PCB-RAM,8.2,Mumbai,2025-09,daylight,cart,False,train
IMG901163,img/placeholder/1163.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,6.8,Nashik,2025-08,shade,shop_counter,False,val
IMG901164,img/placeholder/1164.png,procedural_placeholder,False,Motor & magnet-bearing,Speaker magnet,MTR-SPK,26.8,Pune,2025-09,daylight,cart,True,train
IMG901165,img/placeholder/1165.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,5.8,Aurangabad,2025-11,indoor_tube,cluttered_yard,False,test
IMG901166,img/placeholder/1166.png,procedural_placeholder,False,Motor & magnet-bearing,Speaker magnet,MTR-SPK,36.0,Nashik,2026-04,daylight,floor_mat,True,train
IMG901167,img/placeholder/1167.png,procedural_placeholder,False,LCD/LED panel,Backlight assembly,LCD-BLA,4.3,Pimpri-Chinchwad,2025-06,daylight,shop_counter,True,train
IMG901168,img/placeholder/1168.png,procedural_placeholder,False,PCB,TV / appliance board (low grade),PCB-LOW,2.3,Pune,2026-06,daylight,shop_counter,False,train
IMG901169,img/placeholder/1169.png,procedural_placeholder,False,CRT,Monochrome monitor tube,CRT-MON,57.0,Mumbai,2025-06,daylight,cart,True,test
IMG901170,img/placeholder/1170.png,procedural_placeholder,False,PCB,RAM / gold-finger,PCB-RAM,21.8,Nagpur,2026-08,flash,cart,False,train
IMG901171,img/placeholder/1171.png,procedural_placeholder,False,CRT,Deflection yoke,CRT-YOK,21.6,Mumbai,2026-05,indoor_tube,floor_mat,True,train
IMG901172,img/placeholder/1172.png,procedural_placeholder,False,Battery,Lead-acid,BAT-PB,7.6,Mumbai,2026-07,shade,floor_mat,True,train
IMG901173,img/placeholder/1173.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,37.0,Mumbai,2026-04,daylight,plain,True,train
IMG901174,img/placeholder/1174.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,4.0,Aurangabad,2026-08,low_light,cluttered_yard,False,train
IMG901175,img/placeholder/1175.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,45.9,Nashik,2026-04,indoor_tube,cluttered_yard,True,test
IMG901176,img/placeholder/1176.png,procedural_placeholder,False,PCB,GPU / add-on card,PCB-GPU,1.5,Pune,2026-08,daylight,cluttered_yard,False,train
IMG901177,img/placeholder/1177.png,procedural_placeholder,False,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,28.5,Nagpur,2026-06,shade,cluttered_yard,False,train
IMG901178,img/placeholder/1178.png,procedural_placeholder,False,Battery,Button / coin cell,BAT-BTN,1.7,Aurangabad,2025-05,low_light,floor_mat,False,train
IMG901179,img/placeholder/1179.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,71.1,Mumbai,2026-08,daylight,plain,False,train
IMG901180,img/placeholder/1180.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,18.0,Pune,2026-03,daylight,shop_counter,False,train
IMG901181,img/placeholder/1181.png,procedural_placeholder,False,Mixed plastic,Mixed dirty,PLA-MIX,48.2,Nashik,2025-09,daylight,cluttered_yard,True,train
IMG901182,img/placeholder/1182.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,50.9,Nagpur,2026-02,daylight,cluttered_yard,True,train
IMG901183,img/placeholder/1183.png,procedural_placeholder,False,Battery,Li-ion laptop / phone pack,BAT-LI,4.1,Pune,2025-11,shade,cart,True,train
IMG901184,img/placeholder/1184.png,procedural_placeholder,False,PCB,GPU / add-on card,PCB-GPU,8.6,Aurangabad,2025-07,indoor_tube,floor_mat,False,train
IMG901185,img/placeholder/1185.png,procedural_placeholder,False,LCD/LED panel,TV panel,LCD-TV,24.0,Nashik,2025-10,daylight,floor_mat,False,train
IMG901186,img/placeholder/1186.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,45.3,Mumbai,2026-06,shade,cart,True,train
IMG901187,img/placeholder/1187.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,16.1,Mumbai,2025-08,indoor_tube,plain,False,val
IMG901188,img/placeholder/1188.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,47.1,Nashik,2025-08,daylight,cluttered_yard,False,train
IMG901189,img/placeholder/1189.png,procedural_placeholder,False,PCB,RAM / gold-finger,PCB-RAM,2.1,Mumbai,2025-05,shade,cluttered_yard,True,val
IMG901190,img/placeholder/1190.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,6.3,Nashik,2026-04,daylight,cluttered_yard,False,train
IMG901191,img/placeholder/1191.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,44.8,Mumbai,2026-01,shade,floor_mat,False,test
IMG901192,img/placeholder/1192.png,procedural_placeholder,False,PCB,Mixed populated board,PCB-MIX,12.1,Mumbai,2026-05,flash,floor_mat,False,val
IMG901193,img/placeholder/1193.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,76.6,Mumbai,2025-03,shade,shop_counter,False,train
IMG901194,img/placeholder/1194.png,procedural_placeholder,False,Motor & magnet-bearing,Speaker magnet,MTR-SPK,13.6,Aurangabad,2026-06,indoor_tube,floor_mat,True,val
IMG901195,img/placeholder/1195.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,160.0,Pune,2025-06,shade,floor_mat,True,val
IMG901196,img/placeholder/1196.png,procedural_placeholder,False,LCD/LED panel,Monitor panel,LCD-MON,5.3,Nashik,2026-06,daylight,shop_counter,False,val
IMG901197,img/placeholder/1197.png,procedural_placeholder,False,Battery,Button / coin cell,BAT-BTN,15.0,Pune,2025-10,flash,floor_mat,True,train
IMG901198,img/placeholder/1198.png,procedural_placeholder,False,Motor & magnet-bearing,HDD assembly,MTR-HDD,5.0,Mumbai,2026-08,indoor_tube,cluttered_yard,False,train
IMG901199,img/placeholder/1199.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,12.9,Mumbai,2026-03,low_light,cart,False,train
IMG901200,img/placeholder/1200.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,34.5,Aurangabad,2026-05,daylight,shop_counter,False,train
IMG901201,img/placeholder/1201.png,procedural_placeholder,False,Battery,Button / coin cell,BAT-BTN,5.5,Mumbai,2026-02,indoor_tube,floor_mat,True,train
IMG901202,img/placeholder/1202.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,38.4,Pune,2025-09,shade,floor_mat,False,train
IMG901203,img/placeholder/1203.png,procedural_placeholder,False,Motor & magnet-bearing,Speaker magnet,MTR-SPK,33.0,Pune,2025-08,low_light,cart,True,val
IMG901204,img/placeholder/1204.png,procedural_placeholder,False,PCB,Motherboard (high grade),PCB-MBH,4.8,Mumbai,2025-07,daylight,floor_mat,False,train
IMG901205,img/placeholder/1205.png,procedural_placeholder,False,Motor & magnet-bearing,HDD assembly,MTR-HDD,8.5,Nashik,2026-07,shade,cluttered_yard,True,val
IMG901206,img/placeholder/1206.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,32.0,Aurangabad,2025-05,daylight,cluttered_yard,False,train
IMG901207,img/placeholder/1207.png,procedural_placeholder,False,PCB,TV / appliance board (low grade),PCB-LOW,18.4,Pimpri-Chinchwad,2025-07,daylight,shop_counter,False,train
IMG901208,img/placeholder/1208.png,procedural_placeholder,False,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,36.9,Pimpri-Chinchwad,2025-06,shade,cluttered_yard,True,test
IMG901209,img/placeholder/1209.png,procedural_placeholder,False,CRT,Deflection yoke,CRT-YOK,74.2,Pimpri-Chinchwad,2025-05,low_light,cart,False,val
IMG901210,img/placeholder/1210.png,procedural_placeholder,False,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,12.4,Nagpur,2026-02,low_light,floor_mat,False,val
IMG901211,img/placeholder/1211.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,130.8,Pimpri-Chinchwad,2025-12,shade,shop_counter,True,train
IMG901212,img/placeholder/1212.png,procedural_placeholder,False,CRT,Deflection yoke,CRT-YOK,52.1,Nashik,2025-11,daylight,cart,True,train
IMG901213,img/placeholder/1213.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,6.6,Aurangabad,2026-03,shade,plain,False,train
IMG901214,img/placeholder/1214.png,procedural_placeholder,False,CRT,Deflection yoke,CRT-YOK,16.1,Aurangabad,2026-08,daylight,floor_mat,True,val
IMG901215,img/placeholder/1215.png,procedural_placeholder,False,PCB,GPU / add-on card,PCB-GPU,2.6,Pune,2025-11,flash,cluttered_yard,False,train
IMG901216,img/placeholder/1216.png,procedural_placeholder,False,Motor & magnet-bearing,Compressor motor,MTR-CMP,20.9,Aurangabad,2025-04,indoor_tube,cart,False,train
IMG901217,img/placeholder/1217.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,13.0,Nashik,2026-07,indoor_tube,cluttered_yard,False,test
IMG901218,img/placeholder/1218.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,78.0,Aurangabad,2025-09,indoor_tube,cart,False,train
IMG901219,img/placeholder/1219.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,26.7,Pune,2025-04,indoor_tube,cluttered_yard,False,train
IMG901220,img/placeholder/1220.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,32.5,Aurangabad,2025-09,daylight,cluttered_yard,False,train
IMG901221,img/placeholder/1221.png,procedural_placeholder,False,PCB,Motherboard (high grade),PCB-MBH,0.6,Mumbai,2026-08,low_light,cart,True,test
IMG901222,img/placeholder/1222.png,procedural_placeholder,False,PCB,Motherboard (high grade),PCB-MBH,6.3,Pimpri-Chinchwad,2025-03,daylight,cart,False,train
IMG901223,img/placeholder/1223.png,procedural_placeholder,False,Battery,Lead-acid,BAT-PB,15.0,Mumbai,2025-06,daylight,cluttered_yard,False,train
IMG901224,img/placeholder/1224.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,31.2,Nashik,2026-07,indoor_tube,plain,True,train
IMG901225,img/placeholder/1225.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,1.8,Nashik,2025-11,daylight,cluttered_yard,True,train
IMG901226,img/placeholder/1226.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,35.3,Pune,2025-12,daylight,cart,False,train
IMG901227,img/placeholder/1227.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,10.9,Mumbai,2026-01,daylight,cluttered_yard,False,train
IMG901228,img/placeholder/1228.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,10.0,Mumbai,2025-07,daylight,cart,False,val
IMG901229,img/placeholder/1229.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,9.9,Mumbai,2026-05,low_light,cluttered_yard,False,test
IMG901230,img/placeholder/1230.png,procedural_placeholder,False,CRT,Colour TV tube,CRT-CTV,10.5,Mumbai,2026-01,indoor_tube,cluttered_yard,False,val
IMG901231,img/placeholder/1231.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,24.3,Mumbai,2026-01,shade,cart,False,test
IMG901232,img/placeholder/1232.png,procedural_placeholder,False,PCB,Mixed populated board,PCB-MIX,9.5,Mumbai,2025-10,daylight,plain,False,test
IMG901233,img/placeholder/1233.png,procedural_placeholder,False,CRT,Deflection yoke,CRT-YOK,91.9,Pimpri-Chinchwad,2026-03,shade,cluttered_yard,True,train
IMG901234,img/placeholder/1234.png,procedural_placeholder,False,Motor & magnet-bearing,Compressor motor,MTR-CMP,3.1,Nagpur,2025-06,daylight,floor_mat,False,val
IMG901235,img/placeholder/1235.png,procedural_placeholder,False,CRT,Colour TV tube,CRT-CTV,18.6,Nashik,2025-06,daylight,cluttered_yard,False,train
IMG901236,img/placeholder/1236.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,56.6,Nagpur,2026-04,daylight,cluttered_yard,False,test
IMG901237,img/placeholder/1237.png,procedural_placeholder,False,Battery,Lead-acid,BAT-PB,1.3,Mumbai,2026-05,low_light,cluttered_yard,False,val
IMG901238,img/placeholder/1238.png,procedural_placeholder,False,Cable,Aluminium cable,CBL-AL,22.6,Mumbai,2026-02,indoor_tube,plain,True,train
IMG901239,img/placeholder/1239.png,procedural_placeholder,False,PCB,Motherboard (high grade),PCB-MBH,13.6,Nashik,2025-08,daylight,floor_mat,False,train
IMG901240,img/placeholder/1240.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,113.8,Aurangabad,2025-10,daylight,floor_mat,True,val
IMG901241,img/placeholder/1241.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,160.0,Pimpri-Chinchwad,2025-09,low_light,floor_mat,False,test
IMG901242,img/placeholder/1242.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,26.0,Nagpur,2026-08,low_light,cluttered_yard,False,train
IMG901243,img/placeholder/1243.png,procedural_placeholder,False,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,18.1,Pune,2026-03,daylight,cluttered_yard,False,test
IMG901244,img/placeholder/1244.png,procedural_placeholder,False,Mixed plastic,HIPS,PLA-HIPS,57.0,Pune,2026-04,shade,plain,False,train
IMG901245,img/placeholder/1245.png,procedural_placeholder,False,Mixed plastic,Mixed dirty,PLA-MIX,48.2,Nashik,2025-06,shade,cluttered_yard,True,train
IMG901246,img/placeholder/1246.png,procedural_placeholder,False,PCB,RAM / gold-finger,PCB-RAM,12.6,Mumbai,2025-12,daylight,floor_mat,False,val
IMG901247,img/placeholder/1247.png,procedural_placeholder,False,Cable,Copper household wire,CBL-CU,41.1,Mumbai,2026-02,daylight,cart,False,train
IMG901248,img/placeholder/1248.png,procedural_placeholder,False,LCD/LED panel,Monitor panel,LCD-MON,11.6,Nashik,2025-10,shade,cart,False,train
IMG901249,img/placeholder/1249.png,procedural_placeholder,False,Battery,Button / coin cell,BAT-BTN,20.7,Pune,2026-06,indoor_tube,floor_mat,False,train
IMG901250,img/placeholder/1250.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,23.3,Mumbai,2026-08,indoor_tube,cluttered_yard,True,test
IMG901251,img/placeholder/1251.png,procedural_placeholder,False,Motor & magnet-bearing,Compressor motor,MTR-CMP,28.2,Mumbai,2026-05,indoor_tube,cluttered_yard,False,train
IMG901252,img/placeholder/1252.png,procedural_placeholder,False,Motor & magnet-bearing,HDD assembly,MTR-HDD,18.8,Nashik,2026-03,low_light,cart,True,train
IMG901253,img/placeholder/1253.png,procedural_placeholder,False,Motor & magnet-bearing,Compressor motor,MTR-CMP,10.4,Nashik,2025-07,daylight,cluttered_yard,True,train
IMG901254,img/placeholder/1254.png,procedural_placeholder,False,PCB,Mixed populated board,PCB-MIX,16.6,Aurangabad,2026-02,indoor_tube,cluttered_yard,True,train
IMG901255,img/placeholder/1255.png,procedural_placeholder,False,CRT,Deflection yoke,CRT-YOK,22.7,Nagpur,2026-06,indoor_tube,cluttered_yard,True,train
IMG901256,img/placeholder/1256.png,procedural_placeholder,False,Motor & magnet-bearing,HDD assembly,MTR-HDD,7.0,Aurangabad,2025-11,flash,shop_counter,True,val
IMG901257,img/placeholder/1257.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,6.5,Mumbai,2025-09,shade,cluttered_yard,False,train
IMG901258,img/placeholder/1258.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,51.3,Nashik,2025-06,low_light,shop_counter,True,train
IMG901259,img/placeholder/1259.png,procedural_placeholder,False,Mixed plastic,Mixed dirty,PLA-MIX,23.7,Mumbai,2025-12,daylight,cluttered_yard,True,train
IMG901260,img/placeholder/1260.png,procedural_placeholder,False,PCB,GPU / add-on card,PCB-GPU,15.0,Mumbai,2026-06,low_light,shop_counter,True,train
IMG901261,img/placeholder/1261.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,27.4,Pimpri-Chinchwad,2026-04,shade,cluttered_yard,False,test
IMG901262,img/placeholder/1262.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,2.4,Nashik,2025-10,daylight,floor_mat,True,train
IMG901263,img/placeholder/1263.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,50.7,Mumbai,2026-03,indoor_tube,cart,False,test
IMG901264,img/placeholder/1264.png,procedural_placeholder,False,CRT,Colour TV tube,CRT-CTV,44.4,Pimpri-Chinchwad,2025-09,shade,cart,True,val
IMG901265,img/placeholder/1265.png,procedural_placeholder,False,LCD/LED panel,Monitor panel,LCD-MON,16.8,Mumbai,2025-10,indoor_tube,cluttered_yard,True,val
IMG901266,img/placeholder/1266.png,procedural_placeholder,False,Battery,Li-ion laptop / phone pack,BAT-LI,7.0,Nashik,2026-04,low_light,cluttered_yard,True,val
IMG901267,img/placeholder/1267.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,23.3,Mumbai,2025-09,shade,cluttered_yard,False,train
IMG901268,img/placeholder/1268.png,procedural_placeholder,False,Battery,Lead-acid,BAT-PB,1.0,Mumbai,2025-08,low_light,plain,False,train
IMG901269,img/placeholder/1269.png,procedural_placeholder,False,LCD/LED panel,Monitor panel,LCD-MON,7.1,Mumbai,2025-08,indoor_tube,cart,False,train
IMG901270,img/placeholder/1270.png,procedural_placeholder,False,Mixed plastic,PC/ABS blend,PLA-PCABS,14.2,Pune,2025-06,low_light,shop_counter,False,test
IMG901271,img/placeholder/1271.png,procedural_placeholder,False,Mixed plastic,ABS casing,PLA-ABS,57.6,Aurangabad,2025-06,daylight,cluttered_yard,True,test
IMG901272,img/placeholder/1272.png,procedural_placeholder,False,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,9.7,Pune,2025-04,shade,cluttered_yard,True,val
IMG901273,img/placeholder/1273.png,procedural_placeholder,False,Motor & magnet-bearing,Speaker magnet,MTR-SPK,15.0,Pune,2025-08,shade,cart,False,train
IMG901274,img/placeholder/1274.png,procedural_placeholder,False,LCD/LED panel,Laptop panel,LCD-LAP,7.8,Pune,2026-08,indoor_tube,floor_mat,True,train
IMG901275,img/placeholder/1275.png,procedural_placeholder,False,Battery,Ni-MH,BAT-NIMH,8.3,Pune,2025-11,indoor_tube,cluttered_yard,False,val
IMG901276,img/placeholder/1276.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,34.7,Pune,2026-07,shade,cluttered_yard,True,train
IMG901277,img/placeholder/1277.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,74.8,Pimpri-Chinchwad,2026-04,flash,floor_mat,True,test
IMG901278,img/placeholder/1278.png,procedural_placeholder,False,Cable,Armoured / data cable,CBL-ARM,52.7,Mumbai,2025-06,daylight,plain,True,train
IMG901279,img/placeholder/1279.png,procedural_placeholder,False,Mixed plastic,Mixed dirty,PLA-MIX,11.8,Pune,2025-07,daylight,floor_mat,False,train
IMG901280,img/placeholder/1280.png,procedural_placeholder,False,Cable,Mixed insulated,CBL-MIX,43.7,Mumbai,2026-02,daylight,floor_mat,False,train
